Review,Rating,Translation,,Age,Disability,Emotional,Gender,Language,Location,Privacy,Socioeconomic,Miscellaneous,,Bug Report,Feature request,User Experience,Other
"Ich habe das Problem das ich beruflich sehr oft zwischen Deutschland und der Schweiz pendle - jetzt habe ich mir für die Schweiz eure Corona-App installiert. Aber sobald ich dort die Risikoermittlung aktiviere, deaktiviert sich die Risikoermittlung in der deutschen Covid-App vom RKI (und umgekehrt). Mache ich irgendwas falsch? Kann ich evtl sogar auf SwissCovid verzichten da die Apps kompatibel sind? Optisch gleichen die sich zumindest...",5,I have the problem that I often commute between Germany and Switzerland at work - now I have installed your Corona app for Switzerland. But as soon as I activate the risk determination there  the risk determination in the RKI's German Covid app is deactivated (and vice versa). Am i doing something wrong? Can I possibly even do without SwissCovid because the apps are compatible? At least they look alike ...,,,,,,,1,,,,,,,,1
"Finde die Idee der App gut, obwohl der Akku leidet. Bedenkenswerter finde ich den Umstand, dass die App auf älteren Iphones nicht läuft und entsprechend trotz Motivation sie zu benutzen nicht benutzt werden kann.",3,I like the idea of __the app  although the battery suffers. I find the fact that the app does not run on older iPhones and therefore cannot be used despite the motivation to use it  which is more worrying.,,,,,,,,,1,,,,,1,
"Wird direkt wieder deinstalliert, da permanent Bluetooth UND Standort aktiviert sein muss!",1,Will be uninstalled immediately  since Bluetooth AND location must be activated permanently!,,,,,,,,1,,,,,,,1
"Perso j'ai plus confiance dans la confédération que dans n'importe quelle app de Google, Facebook et autre pour mes données donc c'est un moindre mal de l'installer. J'ai pas remarqué de différence sur ma batterie donc 5/5.",5,Personally  I trust the Confederation more than any Google  Facebook and other app for my data  so it's less evil to install it. I didn't notice any difference on my battery so 5/5.,,,,,,,,1,,,,,,,1
"Würde die App gerne nutzen und hatte diese installiert, leider Akkufresser was bei längeren Radtouren etc. nervig ist. Hauptproblem ist das ständige Bluetooth.",3,Would like to use the app and had it installed  unfortunately battery eater which is annoying on longer bike tours etc. The main problem is the constant bluetooth.,,,,,,,,,,1,,,,1,
Hab die App gelöscht! GPS Tracking ist der Grund. Beim Freischalten des Tracking greifen auch ander App auf GPS.,1,I deleted the app! GPS tracking is the reason. When tracking is activated  the app also uses GPS.,,,,,,,,1,,,,,,,1
Abbastanza buona perché nn ne fanno una sola in tutta Europa ? È assurdo ogni paese abbia la sua il virus nn rispetta lingua e confini nazionali,4,Good enough why don't they make one in all of Europe? It is absurd that every country has its own the virus does not respect language and national borders,,,,,,,1,,,,,,,,1
Die Idee hinter SwissCovid und der Technik finde ich gut. Ich bin aber nicht bereit meinen Standort eingeschaltet zu lassen (google und apple und andere APP Anbieter sind für mich nur bedingt vertrauungswürdig). Bluetooth funktioniert auch ohne GPS! 5 Sterne wenn die APP ohne aktives GPS funktioniert ...,1,I think the idea behind SwissCovid and the technology is good. But I'm not ready to leave my location switched on (google and apple and other APP providers are only conditionally trustworthy for me). Bluetooth also works without GPS! 5 stars if the APP works without active GPS ...,,,,,,,,1,,,,,,,1
Die Sprache Deutsch beim Covid-Check ist fast unverständlich. Wie kommt es?,4,The German language for the Covid-Check is almost incomprehensible. How come,,,,,,1,,,,,,,,,1
"As long as the location access can't be deactivated, the privacy is not given. Even if the App itself does not save the location data, google services get acces to it that way. Please fix that, I really want to use this app",1,As long as the location access can't be deactivated  the privacy is not given. Even if the App itself does not save the location data  google services get acces to it that way. Please fix that  I really want to use this app,,,,,,,,1,,,,,,,1
"this is garbage. there is absolutely no reason to use location for what this thing does. bluetooth is an acceptable privacy breach for the cause, but this is beyond anything reasonable. also, if it's as safe as you claim - publish the sources for what you actually deploy, so we can peer review them. just like us, you have nothing to hide. right?",1,this is garbage. there is absolutely no reason to use location for what this thing does. bluetooth is an acceptable privacy breach for the cause  but this is beyond anything reasonable. also  if it's as safe as you claim - publish the sources for what you actually deploy  so we can peer review them. just like us  you have nothing to hide. right?,,,,,,,,1,,,,,,,1
"Super Sache, so hat man etwas mehr Sicherheit über mögliche Risikoquellen und tappt nicht mehr ganz so im Dunklen! Speziell die Bereitstellung des Source codes auf Github erzeugt mehr Transparenz",5,Great thing  that way you have a little more security about possible sources of risk and no longer feel in the dark! Especially providing the source code on Github creates more transparency,,,,,,,,1,,,,,,,1
"Une belle réussite de la part de la Suisse. Cette application protège votre vie privée, mais protège enraie la transmission de covid. Si quelqu'un dans votre entourage se méfie ou se soucie pour cette application, expliquez à cette personne que : 1) l'application n'utilise pas de géolocalisation 2) elle n'envoie aucune donnée à des serveurs, excepté lorsque vous êtes vous même infecté 3) les ids générés par les téléphones ne permettent pas d'identifier quelqu'un",5,A great success from Switzerland. This app protects your privacy  but prevents the transmission of covid. If anyone around you is suspicious or worried about this app  explain to that person that: 1) the app does not use geolocation 2) it does not send any data to servers  except when you are you even infected 3) ids generated by phones do not identify someone,,,,,,,,1,,,,,,,1
It needs to have GPS on all the time? Why does it need to know my location all the time?,1,It needs to have GPS on all the time? Why does it need to know my location all the time?,,,,,,,,1,,,,,,,1
"Belle application.... mais pourquoi avoir l'obligation d’activer la géolocalisation puisque elle ne sert pas et que ses données ne sont pas communiquées... Comme beaucoup d’autres applications du Store, des demandes d'accès à des données inutiles... mais indispensables. Et qui drainent la batterie. Dommage que ce travers détourne les utilisateurs de cette initiative louable.",3,Nice application ... but why have the obligation to activate geolocation since it is not used and its data is not communicated ... Like many other applications of the Store  requests for access to data unnecessary ... but essential. And which drain the battery. Too bad this mistake distracts users from this laudable initiative.,,,,,,,,1,,,,,,1,
"Aufgrund dessen, dass die Standort Erkennung eingeschaltet sein muss, werde ich die App nicht installieren. Schade, dass das nötig ist! Interessant, dass man immer darauf hingewiesen hat, dass nur Bluetooth eingeschaltet sein müsste, dass die App funktioniere. Das ist für diese Zeit irgendwie typisch, immer nur die Hälfte der Wahrheit kommunizieren!",1,Due to the fact that the location detection has to be switched on  I will not install the app. It's a shame that this is necessary! Interesting that it was always pointed out that only Bluetooth had to be switched on for the app to work. This is somehow typical for this time  only ever communicate half the truth!,,,,,,,,1,,,,,,,1
Useless and dangerous threat to privacy.,1,Useless and dangerous threat to privacy.,,,,,,,,1,,,,,,,1
There is no interaction with the app on how it works and why the GPS signal is needed (drains more battery). But you only need to install a GPS emulator app to report a fake location if privacy is your concern.,3,There is no interaction with the app on how it works and why the GPS signal is needed (drains more battery). But you only need to install a GPS emulator app to report a fake location if privacy is your concern.,,,,,,,,1,,,,,,1,
"Wieder deinstalliert, da der Standort eingeschaltet werden muss obwohl nur Bluetooth benötigt wird.",1,Uninstalled again because the location has to be switched on although only Bluetooth is required.,,,,,,,,1,,,,,,,1
Abbastanza buona perché nn ne fanno una sola in tutta Europa ? È assurdo ogni paese abbia la sua il virus nn rispetta lingua e confini nazionali,4,Good enough why don't they make one in all of Europe? It is absurd that every country has its own the virus does not respect language and national borders,,,,,,,1,,,,,,,,1
"Also ist schon etwas verstörend. Bei der Einrichtung heisst es: Dafür wird nur Bluetooth Low Energy (BLE) verwendet. Keine GPS-, Mobile-, WiFi- oder andere Standort-Daten. Und nachher meckert die App das der Standortdienst nicht aktiviert ist. ????",1,So it's a bit disturbing. When setting up it says: Only Bluetooth Low Energy (BLE) is used for this. No GPS  mobile  WiFi or other location data. And afterwards the app complains that the location service is not activated. ????,,,,,,,,1,,,,,,,1
L'application est bien mais téléchargeable uniquement par les smartphones de la dernière génération. C'est scandaleux et cela représente une nouvelle fois une forme de discrimination par rapport à toutes les personnes qui ne peuvent ou ne veulent pas acquerir un nouveau smartphone.,1,The application is good but downloadable only by smartphones of the last generation. It is scandalous and it represents once again a form of discrimination against all the people who cannot or do not want to acquire a new smartphone.,,,,,,,,,1,,,,,,1
Das man Bluetooth einschalten muss kann ich verstehen aber das man den Standort freigeben muss dass die App funktioniert ist unhaltbar.,1,I can understand that you have to turn on Bluetooth  but that you have to release the location so that the app works is untenable.,,,,,,,,1,,,,,,,1
"An alle die behaupten, die Standortfreigabe sei unnötig: Das ist schlicht falsch. Android benötigt die Standortfreigabe-Beredhtigung um Daten mit anderen Geräten vor Ort austauschen zu dürfen. Das ist in der Definiton dieser Berechtigung festgehalten.",5,To all who claim that the location approval is unnecessary: __That is simply wrong. Android requires location approval to be able to exchange data with other devices on site. This is recorded in the definition of this authorization.,,,,,,,,1,,,,,,,1
"How many millions did they get paid for this useless privacy infringement app? You want my data? Ask google for it. Surveillance at its best. Uninstalled it immediately. Didn't even hesitate. This app is so useless I believe they could have paid 10 k for it in Bangladesh and get the same result. Spend that tax payers money , because we have to much anyways right? Simple solution to COVID ? Open clubs, start events open everything which results in mass infections, second wave ahoi !",1,How many millions did they get paid for this useless privacy infringement app? You want my data? Ask google for it. Surveillance at its best. Uninstalled it immediately. Didn't even hesitate. This app is so useless I believe they could have paid 10 k for it in Bangladesh and get the same result. Spend that tax payers money   because we have to much anyways right? Simple solution to COVID ? Open clubs  start events open everything which results in mass infections  second wave ahoi !,,,,,,,,1,,,,,,,1
"Bonne idée, MAIS... draine ma batterie me forçant à passer en mode stamina pour tenir la journée sans recharge ce qui semble empêcher son fonctionnement correct selon une notification (nécessite Bluetooth et... Localisation ??? ). Autre point noir indirectement lié à l app: en appeler à la responsabilité individuelle sachant qu'une notification de contact à risque ne donne PAS droit à l APG sauf ordonnance. Qui souhaite se passer de 10j de salaire sans même se savoir réellement contaminé ?",3,Good idea  BUT ... drains my battery forcing me to switch to stamina mode to last the day without recharging which seems to prevent its correct functioning according to a notification (requires Bluetooth and ... Location ???). Another black point indirectly linked to the app: appealing to individual responsibility knowing that a notification of a risky contact does NOT give entitlement to the APG unless prescribed. Who wants to do without 10 days of salary without even knowing they are really contaminated?,,,,,,,,1,,,,,,1,
"Excellent design and privacy elements taken care of. Great app, let's hope that many will install it",5,Excellent design and privacy elements taken care of. Great app  let's hope that many will install it,,,,,,,,1,,,,,,1,
___ ______ ________,1,Bad and violates privacy,,,,,,,,1,,,,,,,1
_______ ______ _____ _______ ____ _____ ______ ___ __ _____ _____ _______ _________ _______ _________ _______ _____ ____ __% __ __ ____ ___ __ __ ____ ____ _____ _____ ______ ____ _____ ___ _____ ____ _____ ____ _____ ______ __ _______ __ ___ __ _____ __ _____ ___ ______ _________ ____ ____ __ _____ _____ ___ _____ _____ __ ____ ____ ____ ____ ______,5,I wish you would supply it to my residence now with the outskirts of milk  not large markets in my geographical area and my geographical area  in which I move 60% on land in which there is nothing  so it must be distributed as an urban area. Applications refuse to reach me I suffer previously and with Corona and I live for three months I pay because of Corona,,,,,,,1,,,,,,,,1
______ ____ __ ____ _____ ______ ________ __________ __________ ____ ______,5,The program is good  but it is necessary to add to the visitors  travelers  and those who are cut off by the border number,,,,,,,1,,,,,,,,1
____ _____ __ _______ ____ _____ ___ ____ ______ ___ __ _____ ____ ____ __ _______ ________,2,There is a problem that the application gives an alarm if someone moves even at home that you have gone out of the permitted area,,,,,,,1,,,,,1,,,
__ __ ____ ______ ____ ___ ___ _____ ______ ___ ____,3,All I open the icon says an error has occurred  the location is inaccurate,,,,,,,1,,,,,1,,,
____ ____ ____ _____ ____ ____ _______ ___ ____ ______ __ ____ ___ ____ ______,5,Very nice  but how to change the city’s location if you registered in the city and then go to another. Thank you,,,,,,,1,,,,,,,,1
____ ____ ____ ___ ____ ___ ____ ____ ____ ___ _______ ______ ___ ___ ___ ____ _____ __ _____ __ ___ _____ ____ __ _____,1,I tried S0 for entry and I was not able. I am a Syrian visitor. Enter the card number and they say a good error. How do I answer items if I need something until the application of the date is applied.,,,,,,,1,,,,,,,,1
يخدم فقط من يمتلك حساب في ابشر,1,It only serves those who have an Absher account,,,,,,,,,1,,,,,,1
"Without tracking GPS data, this app has no chance against tracking surface contamination. Consider adding this as an option for those who wish to contribute more to fight the swarm.",3,Without tracking GPS data  this app has no chance against tracking surface contamination. Consider adding this as an option for those who wish to contribute more to fight the swarm.,,,,,,,,1,,,,,1,,
_________________,1,No Chinese  can’t read  multiple languages __should be set,,,,,,1,,,,,,,,,1
good idea but it stuck at location permission for bluetooth hw i change still stuck down there,1,good idea but it stuck at location permission for bluetooth hw i change still stuck down there,,,,,,,,1,,,,,,1,
___________________________________,1,Is it mandatory by the company to determine that this tracking software is not dangerous? Have you ever seen the black mirror robot bee tracking and killing people?,,,,,,,,1,,,,,,,1
"Occasionally, the langage change to Tamil. I need to uninstall and reinstall again.",1,Occasionally  the langage change to Tamil. I need to uninstall and reinstall again.,,,,,,1,,,,,,1,,,
"Buatan singapore...kenapa klaim buatan indonesia, haddeeeh",1,Made in Singapore ... why claim made in Indonesia  haddeeeh,,,,,,,1,,,,,,,,1
______,1,Do you have Chinese?,,,,,,1,,,,,,,,,1
Great idea. wish we could use it. We might have had fewer deaths. please expand to the us. 3 stars since its not usable in the us,3,Great idea. wish we could use it. We might have had fewer deaths. please expand to the us. 3 stars since its not usable in the us,,,,,,,1,,,,,,,,1
"Apakah ini berlku untuk singapore sahaja,",1,Does this apply to singapore only,,,,,,,1,,,,,,,,1
security is weak. prone to hackers. data theft.,1,security is weak. prone to hackers. data theft.,,,,,,,,1,,,,,,,1
___________,3,Hope there is a Chinese version  thank you,,,,,,1,,,,,,,1,,
Its not like I consent to having my travel history and daily activities monitored by Singapore Government. Forced to.. *sigh new world order is real my dudes.,5,Its not like I consent to having my travel history and daily activities monitored by Singapore Government. Forced to.. *sigh new world order is real my dudes.,,,,,,,,1,,,,,,,1
"Uninstalled. If you want people to use this, the least you can do is to respect their privacy and their agency. Allow it to be disabled when necessary. Allow it to work without location permissions. You expect people to co-operate when you treat them with such hubris? This is all too typical of the heavy-handed and inconsistent response of this government.",2,Uninstalled. If you want people to use this  the least you can do is to respect their privacy and their agency. Allow it to be disabled when necessary. Allow it to work without location permissions. You expect people to co-operate when you treat them with such hubris? This is all too typical of the heavy-handed and inconsistent response of this government.,,,,,,,,1,,,,,,,1
希望尽快推出语言选项，全是英文，看着别扭，很不方便使用,2,Hope to launch language options as soon as possible  all in English  looks awkward  very inconvenient to use,,,,,,1,,,,,,,,,1
"Another useful app created by Singapore Gov in times like this. Doesn't take up significant battery power &, does not intrude our privacy, yet it is able to expedite contact tracing with much accuracy. Thank you, Singapore! #SGUnited",5,Another useful app created by Singapore Gov in times like this. Doesn't take up significant battery power &  does not intrude our privacy  yet it is able to expedite contact tracing with much accuracy. Thank you  Singapore! #SGUnited,,,,,,,,1,,,,,,1,
Samsung galaxy s9. _____ ____ _______ __ _____ _ __ __ ___________. ______ _____ __ _____ _ ____ ______ __ ____ ________ ________ _____ _ _____________. ____ ______ _____ ______. ______ _____ _ _____ __ ____. ___ _____ ____. ____ _____ ________.,4,"Samsung galaxy s9. Apart from this problem, I could not register. I tried a little later and now the choice of language worked correctly as well as the registration. It is already working properly. The language selection screen appears. But there is no choice. Just confirm button.",,,,,,1,,,,,,1,,,
______ _ ___________ ___ 14 ______ ____ __ __ ___________?______ __________ __ _________ __ __ ___________ ____ ___ 14 ______.,4,Children in the family under 14 years of age where to mark them The application itself does not allow to register children under 14 years of age.,,1,,,,,,,,,,,1,,
"______ _,__ ____ __ _____ __ ______ __-_____ __ 14 ______?____ _ __ _____________ __ __________???",3,"It's nice, but why can't people under 14 enter? Isn't it for the safety of the citizens ???",,1,,,,,,,,,,,,1,
___ ____ ___________ __________ ________ __ _____ __ ______________ !!! ________ __ _______ _____ __ ______ _ _________ __ ________ ... _ ?,1,Another pointless application hanging around the neck of taxpayers !!! Did you collect people's personal data in the conditions of a pandemic ... Huh?,,,,,,,,1,,,,,,,1
_______ __________ __________ ______ _____ ____________ _____ _ _________ _______ _ _____ _______ ____ _____ __ _____.,2," Completely pointless application because apart from the geolocation which is constantly active and draws battery, it does nothing else. ",,,,,,,,1,,,,,,1,
_______ __________ __________ ______ _____ ____________ _____ _ _________ _______ _ _____ _______ ____ _____ __ _____.,2," Completely pointless application because apart from the geolocation which is constantly active and draws battery, it does nothing else. ",,,,,,,,1,,,,,,1,
unfortunately no German translation,1,unfortunately no German translation,,,,,,1,,,,,,,1,,
"______ _,__ ____ __ _____ __ ______ __-_____ __ 14 ______?____ _ __ _____________ __ __________???",3,"It's nice, but why can't people under 14 enter? Isn't it for the safety of the citizens ???",,1,,,,,,,,,,,1,,
Не е ли притеснително даването на всички лични данни?,2,Isn't it annoying to give away all personal data?,,,,1,,,,1,,,,,,,1
"Kamu, mint a vírus... Lopják az adatokat a telefonjaitokról, ti balfaszok meg örömmel hagyjátok... Kémprogram... A vírus meg kamu, biztos L_rike egy csomó zsét lopott el, arról terelik el a figyelmeteket.",1," Hoax like a virus ... They're stealing data from your phones, you bastards are happy to leave you ... Spyware ... The virus and hoax, sure L_rike stole a lot of jets, they distract you. ",,,,,,,,1,,,,,,,1
"Igazi hacker csemege: egy alkalmazás, amit egyáltalán nem frissítenek (biztonsági sem, már kb 5 honapja), de be kell állítani, hogy folyamatosan fusson a háttérben :(",1," A real hacker treat: an app that isn't updated at all (no security, it's been about 5 months) but needs to be set to run continuously in the background ( ",,,,,,,,1,,,,,,,1
English version? For people who lives in hungary and doesn't speak hungarian,2,English version? For people who lives in hungary and doesn't speak hungarian,,,,,,1,,,,,,,1,,
German or English menu language would be good for international guests or residents from these countries. Not everyone can speak or read Hungarian in Hungary ;-),4,German or English menu language would be good for international guests or residents from these countries. Not everyone can speak or read Hungarian in Hungary ;-),,,,,,1,,,,,,,1,,
"Nagyon hasznos app, csak az a baj hogy nem sokan használják! Ha kötelez_ volna, sokkal jobb lenne. És ha ""lopják"" az adatot, kit érdekel? Ha m_ködik, és be is válik, akkor had vigyék!",5," Very useful app, the only trouble is that not many people use it! If it were mandatory, it would be much better. And if the data is ""stolen"", who cares? If it works and it works, let me take it! ",,,,,,,,1,,,,,,,1
"Vannak aggodalmaim a szoftver m_ködésével kapcsolatban, de nem fért ide 500 karakterben. Itt olvasható: justpaste.it/7bkgg",5," I have concerns about how the software works, but it didn’t fit here in 500 characters. Read here: justpaste.it/7bkgg ",,,,,,,,1,,,,,,,1
This is very good initiative by the government. It will help not only help to find out the active cases around you but also initiate the post lockdown measures in a effective way. I just wish if it can be available in English too. :),5,This is very good initiative by the government. It will help not only help to find out the active cases around you but also initiate the post lockdown measures in a effective way. I just wish if it can be available in English too. :),,,,,,1,,,,,,,,,1
Nem ajánlom senkinek hogy letöltse ez a kém appot,1,I do not recommend anyone to download this spy app,,,,,,,,1,,,,,,,1
"Nem használja fel a hely adatokat, telszámodat. Csak bluetooth kapcsolatot figyel. Ellenben adjam meg a telszámom...... Peeersze. Kapcsoljam be a bluetooth+gps-t Kis mértékben csökkentheti az üzem id_t... Már a gps -1.5 óra pedig note 9 nagy aksival. Így inkább nem...",1," It does not use location data or your phone number. It only monitors a bluetooth connection. Instead, give me my lot number ...... Peeersze. Turn on bluetooth + gps You can slightly reduce the operating time ... Already the gps -1.5 hours note 9 with a large axle. So I prefer not to ... ",,,,,,,,1,,,,,,,1
The app seems to be very helpful. It would be great if it was available in English as well.,4,The app seems to be very helpful. It would be great if it was available in English as well.,,,,,,1,,,,,,,1,,
"Kellenének az adataim, mi? __",1," I need my data, huh? __ ",,,,,,,,1,,,,,,,1
"Kamu, mint a vírus... Lopják az adatokat a telefonjaitokról, ti balfaszok meg örömmel hagyjátok... Kémprogram... A vírus meg kamu, biztos Lőrike egy csomó zsét lopott el, arról terelik el a figyelmeteket.",1," Hoax like a virus ... They're stealing data from your phones, you bastards are happy to leave you ... Spyware ... The virus and hoax, sure Lőrike stole a lot of jets, they distract you. ",,,,,,,,1,,,,,,,1
"Ha hozzájárulok az adatok elküldéséhez,akkor pozitív tesztünek kéne hogy legyek, viszont mivel nem vagyok pozitív így nem tudok tovább lépni és nem tudom használni az alkalmazást. Személy szerint örülnék egy plusz beállításnak,ahol be lehet húzni hogy pozitív vagy negatív az illető. Illetve hogy mikor igazolták nála a vírust,mert lehet már gyógyult ember. Esetleg egy térkép,amin látható az összes, alkalmazással rendelkező ember? Színekre osztva.Piros vírusos,kék gyógyult, zöld tiszta.",3," If I consent to the submission of the data, I should have a positive test, but since I am not positive I cannot proceed and I cannot use the app. Personally, I would love an extra setting where you can indent whether it is positive or negative. Or when he was confirmed to have the virus because he may have been a cured person. Maybe a map showing all the people with the app? Divided into colors. Red viral, blue cured, green clear. ",,,,,,,,1,,,,,,,1
"Letöltöttem, de hasznàlhatatlan Mivel csak +36 tehàt magyar telefonszàmot fogad el. Nekem Francia mobilszàmom van",1," I downloaded it, but it is useless Since it only accepts Hungarian phone numbers +36 so. I have a French mobile number ",,,,,,,1,,,,,,,,1
Csak magyar mobillal működik,1,It only works with Hungarian mobile phones,,,,,,,1,,,,,,,,1
"Kellenének az adataim, mi? 👎",1," I need my data, huh? 👎 ",,,,,,,,1,,,,,,,1
