Title,Review,Rating,Translation,,Age,Disability,Emotional,Gender,Language,Location,Socioeconomic,Privacy,Miscellaneous,,Bug Report,Feature Request,User Experience,Other
Vergognatevi,"Io l’ho scaricata perché il mio telefono supporta IOS 13.5 e successivi. Ma non è concepibile sviluppare una app per evitare i contagi che esclude tutti gli utenti che non hanno un telefono nuovo. Secondo voi, una persona per prevenire il contagio deve ricomprarsi il telefono ? E chi non può farlo? Fate ridere.  Se non rendete il prodotto fruibile per tutti, non siete credibili.",1,Shame on you I downloaded it because my phone supports IOS 13.5 and later. But it is not conceivable to develop an app to avoid infections that excludes all users who do not have a new phone. In your opinion  in order to prevent contagion  a person must buy back the phone? And who can't do it? Make people laugh. If you don't make the product usable for everyone  you are not credible.,,,,1,,,,1,,,,,,,1
Immagini da basso medioevo,Certo che le immagini stereotipate con la donna angelo del focolare con il putto nel ventunesimo secolo ve le potevate evitare...,1,Images from the late Middle Ages Certainly you could have avoided the stereotypical images of the woman angel of the hearth with the putto in the twenty-first century ...,,,,,1,,,,,,,,,,1
Ottima,"App che tutti dovrebbero avere,lasciamo i nostri dati a Facebook whatsapp ecc ecc ma paranoie su un app per la salute di tutti?",5,Excellent App that everyone should have  we leave our data to Facebook whatsapp etc etc but paranoia about an app for everyone's health?,,,,,,,,,1,,,,,,1
Which region do you live in?,Only works in Italy,1,Which region do you live in? Only works in Italy,,,,,,,1,,,,,,,,1
Rendetelo accessibile a tutti i telefoni,"Sarebbe utile farla per tutti, non solo per chi ha un telefono nuovo. se no non serve né a chi lo ha vecchio né a chi lo ha nuovo. Altro problema è per chi vive in zone di confine, io uso swisscovid che però non dialoga con immuni e viceversa. Devo attivare una o l’altra in base a chi frequento, però in Svizzera non funziona immuni, quindi se i frontalieri non hanno swisscovid io non posso usare immuni per essere avvisato.",3,Make it accessible to all phones It would be useful to make it accessible to everyone  not just someone with a new phone. otherwise it serves neither to those who have old nor to those who have new. Another problem is for those who live in border areas  I use swisscovid which  however  does not communicate with immune and vice versa. I have to activate one or the other based on who I frequent  but immune does not work in Switzerland  so if cross-border commuters do not have swisscovid I cannot use immune to be warned.,,,,,,,1,1,,,,,,,1
Se tutti la usassero....,"L'App è leggera non consuma batteria e non lede la privacy.
Dovrebbero usarla tutti... Sicuramente sarebbe meglio.",5,"If everyone used it .... The App is light and does not consume battery and does not harm privacy.
Everyone should use it ... Sure it would be better.",,,,,,,,,1,,,,,1,
Bravi,"Molto ben fatta, bravi. Per quanto riguarda il funzionamento, suppongo che funzioni bene. Ma non ho capito se nella mia zona è già operativa. Bene se aggiungerete questa conoscenza per l’utente. Ancora bravi ______",5,Good Very well done  good. As for how it works  I suppose it works well. But I didn't understand if it is already operational in my area. Well if you add this knowledge for the user. Still good ______,,,,,,,1,,,,,,1,,
"Ottima app, nessun dato personale condiviso","L’app come da titolo è realizzata molto bene. L’informatica privacy è chiara e trasparente.
Come scritto sopra nessun dato personale viene condiviso, nessuno sarà in grado di risalire alla persona fisica.
Inoltre non viene richiesta l’autorizzazione all’uso del GPS e/o atri servizi di geolocalizzazione, e di conseguenza non si è “tracciati” come molti credono.",5,"Excellent app  no personal data shared The app  as the title suggests  is very well done. Privacy information technology is clear and transparent.
As written above  no personal data is shared  no one will be able to trace the physical person.
Furthermore  authorization for the use of GPS and / or other geolocation services is not required  and consequently you are not ""tracked"" as many believe.",,,,,,,,,1,,,,,,1
"Semplice, intuitiva, fondamentale","Scaricata su iphone 8plus, super intuitiva, funziona senza intoppi, super utile e decisamente MOLTO più attenta alla privacy di mille altre app che tutti già abbiamo sul cell (il che rende la polemica sul tema del tutto sterile). Un aiuto fondamentale per tornare insieme a una vita normale il più in fretta possibile a patto che molti la scaricano, speriamo sia così!",5,Simple  intuitive  fundamental.Downloaded on iphone 8plus  super intuitive  it works smoothly  super useful and definitely MUCH more attentive to privacy than a thousand other apps that we all already have on the cell (which makes the controversy on the subject completely sterile). A fundamental help to get back together to a normal life as quickly as possible as long as many download it  let's hope so!,,,,,,,,,1,,,,,1,
Non attendibile,Ricevo messaggio che l’App non è supportata? Motivo? Chiamato numero verde non hanno saputo darmi una risposta,1,Untrusted Do I receive a message that the App is not supported? Reason? Called the toll-free number they could not give me an answer,,,,,,,,,1,,,,,,1
"...spero tanto che funzioni,grazie.","Facilissima da scaricare
Tutela della privacy 
Spero funzioni dal momento che è una grande sicurezza",5,"... I really hope it works  thanks. Very easy to download
Privacy protection
I hope it works since it is great security",,,,,,,,,1,,,,,,1
Utile.,Invito tutti a scaricarla poiché NON utilizza dati personali o gps ma solo il bluethoot. Scaricatela può servire a prevenire il tuo contagio e quello della tua famiglia,5,Helpful. I invite everyone to download it because it does NOT use personal data or GPS but only the bluethoot. Downloading it can help prevent your infection and that of your family,,,,,,,,,1,,,,,,1
